,text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
226,"2018 NBA Luxury Suites For Sale , Single Event Rentals, Sporting Events and Concerts #Suitelife #NBA #Courtside #BoxSeats",FALSE,0,NA,2/2/18 21:02,FALSE,NA,9.59532E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",NBASuites,0,FALSE,FALSE,NA,NA
227,The Celtics is trying to win now #Nba,FALSE,1,NA,2/2/18 21:02,FALSE,NA,9.59532E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NateyBall,1,FALSE,FALSE,NA,NA
228,Check out the first episode of the Young Gunz podcast (Gunz with a Z) with @adonis_dees and @lukewright421. The two‚Ä¶ https://t.co/LNfdOBwBKs,FALSE,4,NA,2/2/18 21:02,TRUE,NA,9.59532E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FRSHoopz,2,FALSE,FALSE,NA,NA
229,"RT @nbaextra: ‚≠ê Votre programme #NBA  
‚û°Ô∏è beIN SPORTS 1
Ì†ºÌøÄ 1H30 Indiana @ Charlotte https://t.co/Sc9j6NSeCn",FALSE,0,NA,2/2/18 21:02,FALSE,NA,9.59532E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",GuillaumeSolier,10,TRUE,FALSE,NA,NA
230,"RT @diarioas: #NBA | ¬°Greg Monroe a los Celtics! El pivot firma por 5 millones

https://t.co/KMMCtvio3I",FALSE,0,NA,2/2/18 21:02,FALSE,NA,9.59532E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",eddie14jackson,3,TRUE,FALSE,NA,NA
231,"#TopValuePlays
C: Tyson Chandler #PHO
CPP:$227.94
Avg FPS: 21.06
Todays Bargin Players: https://t.co/xzq3JU8Uxm
#DFS #Fanduel #NBA",FALSE,0,NA,2/2/18 21:02,FALSE,NA,9.59532E+17,NA,"<a href=""https://www.socialoomph.com"" rel=""nofollow"">SocialOomph</a>",jamesabaileyjr,0,FALSE,FALSE,NA,NA
232,#Basquet|#NBA| Hoy juegan los @MiamiHEAT vs los @sixers quien ganar√°? #HeatCulture #HereTheyCome,FALSE,0,NA,2/2/18 21:02,FALSE,NA,9.59532E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NoticiasNBA3,0,FALSE,FALSE,NA,NA
233,LIVE: #VozDelFanatico2/2/2018 on #spreaker #mlb #nba #nfl #vozdelfanatico2 https://t.co/eRlyMVegq2,FALSE,1,NA,2/2/18 21:02,FALSE,NA,9.59532E+17,NA,"<a href=""http://www.spreaker.com"" rel=""nofollow"">Spreaker</a>",vozdelfanatico,0,FALSE,FALSE,NA,NA
234,"RT @five_pronos: #NBA 

Ì†ºÌæü Game : Miami Heat - Philadelphia 76ers 

Ì†ºÌæØ +19,5 tirs √† 3 points marqu√©s @ 1,74 | 0,5% 

‚ÑπÔ∏è De belles rotations √†‚Ä¶",FALSE,0,NA,2/2/18 21:02,FALSE,NA,9.59532E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Hoops_Pronos,1,TRUE,FALSE,NA,NA
235,ICYMI: The NBA Outlet Express: BLAKE GRIFFIN TRADED - https://t.co/vIFgQeUonq #NBA #Clippers #Pistons #BlakeGriffin,FALSE,0,NA,2/2/18 21:02,FALSE,NA,9.59532E+17,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",otgbasketball,1,FALSE,FALSE,NA,NA
236,"RT @SpectrumSN: They #LetLarryDunk‚ÄºÔ∏è

@Larrydn22 will officially be in the 2018 #NBA Slam Dunk Contest. Ì†ΩÌπåÌ†ΩÌ∏Ü https://t.co/Pd8BGfqkFG",FALSE,0,NA,2/2/18 21:01,FALSE,NA,9.59532E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Brihan_Ale,38,TRUE,FALSE,NA,NA
237,Thomas Bryant and Alex Caruso Named to Midseason All-#NBA G League Team https://t.co/1OYYBJ6ZY3,FALSE,0,NA,2/2/18 21:01,FALSE,NA,9.59532E+17,NA,"<a href=""http://lakers.topbuzz.com/"" rel=""nofollow"">Repped Post Tweet</a>",LakersNewsApp,0,FALSE,FALSE,NA,NA
238,"Danny Ainge Strikes Again

Greg Monroe for only $5M is without a doubt a steal in my humble opinion.....

#NBA
#CELTICS
#GregMonroe ‚òòÔ∏è",FALSE,14,NA,2/2/18 21:01,FALSE,NA,9.59532E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",BF6NEPats,4,FALSE,FALSE,NA,NA
239,"Check out previews of all PDFs‚¨áÔ∏è‚¨áÔ∏è

https://t.co/EAClQNGCU7

#basketball
#nba https://t.co/5FEXObUkAq",FALSE,0,NA,2/2/18 21:01,FALSE,NA,9.59532E+17,NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>",joebloggsbball,0,FALSE,FALSE,NA,NA
240,RT @dfs_nick: Tonights #NBA #Fanduel #Lineup will be posted at 6:45 EST! Tonight is the night! Ì†ΩÌ¥•Ì†ΩÌ≤∞Ì†ºÌøÄ #LetsRoll,FALSE,0,NA,2/2/18 21:01,FALSE,NA,9.59532E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",WolfKlanInc,3,TRUE,FALSE,NA,NA
241,"#NBA 

Ì†ΩÌ¥∞Toronto +3,5 (1%)
‚û° 1.40

Ì†ΩÌ¥∞ Utah OT  (1%)
‚û°1.43

Combi (0,25%)
‚û° 2.00",FALSE,0,NA,2/2/18 21:01,FALSE,NA,9.59532E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Saiyen_Prono,0,FALSE,FALSE,NA,NA
242,"RT @hawksbet: **** FREE PICKS ****

RETWEET AND I'LL SEND YOU THE PICKS

Follow us!!

#SPORTSBETTING #FREEPICKS #NHL #NBA¬†¬†¬†¬†¬†¬†¬†¬†¬†¬†¬†¬†¬†¬†¬†¬†¬†¬†‚Ä¶",FALSE,0,NA,2/2/18 21:01,FALSE,NA,9.59532E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",mdealcarguy,160,TRUE,FALSE,NA,NA
243,DraftKings: 3 #NBA daily fantasy sleepers for February 2 https://t.co/p2lXDuZPHw -- @KennyLChapman via @HoopsHabit https://t.co/m7yHTHpJ0n,FALSE,0,NA,2/2/18 21:01,FALSE,NA,9.59532E+17,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",HoopsHabit,0,FALSE,FALSE,NA,NA
244,"RT @All_SportNews: Ì†ΩÌ∞ç vs Ì†æÌ¥¥Ì†ºÌøæ

La Final de la #NBA que merec√≠amos, pero nunca lleg√≥. Ì†ΩÌ∏û https://t.co/MlwbVqbXIR",FALSE,0,NA,2/2/18 21:00,FALSE,NA,9.59532E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MaxwellTrey5,14,TRUE,FALSE,NA,NA
245,"RT @OnTheRotoRadar: OTRR COUNTDOWN: 1 hour!

Get ready for the best #NBA #DFS pod in the industry!

Today @RotoRadarCEO and @ericsports are‚Ä¶",FALSE,0,NA,2/2/18 21:00,FALSE,NA,9.59532E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Steady824,7,TRUE,FALSE,NA,NA
246,#NBA #video NBATV Update: 3 Pointers at 3p - Beau Estes delivers Friday's NBA TV updates. https://t.co/csmopjAbTp,FALSE,0,NA,2/2/18 21:00,FALSE,NA,9.59532E+17,NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",xtbball,0,FALSE,FALSE,NA,NA
247,#NBA #video High Tops Top 10 Moves - Ro Parrish counts down the Top 10 Moves from January. https://t.co/JBzShJSdtY,FALSE,0,NA,2/2/18 21:00,FALSE,NA,9.59532E+17,NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",xtbball,0,FALSE,FALSE,NA,NA
248,"RT @bballbreakdown: I released a video on how #NBA stars rest on defense, starring the culprit on this game winner https://t.co/DatqSGf9mh‚Ä¶",FALSE,0,NA,2/2/18 21:00,FALSE,NA,9.59532E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",thethrillyo,78,TRUE,FALSE,NA,NA
249,"Isaiah Thomas will never be the same player he was last season, but to give up on him this early is just ridiculous‚Ä¶ https://t.co/WSPmTZglT0",FALSE,0,NA,2/2/18 21:00,TRUE,NA,9.59532E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Nash_TP,0,FALSE,FALSE,NA,NA
250,#guaranteedpick #NBA 02/02 (807) LA Lakers vs. (808) Brooklyn  #sportspicks #expertpicks #sportsbetting https://t.co/t7RgHBSjZN,FALSE,0,NA,2/2/18 21:00,FALSE,NA,9.59532E+17,NA,"<a href=""https://www.sportswatchmonitor.com"" rel=""nofollow"">SWM Automated Tweets For Members</a>",SportsWatch1,0,FALSE,FALSE,NA,NA
